id,sugar_level,calories,weight,fat,food_color
8147,9.299999999999997 gr,411 cal,6.0 gr,19 gr,Grass Green
8148,34.629999999999995 gr,397 cal,1303.17 gr,3 gr,Black
8149,152.2 gr,447 cal,1235.01 gr,37 gr,Green
8150,22.730000000000018 gr,462 cal,1792.52 gr,21 gr,Black
8151,71.9 gr,133 cal,347.85 gr,-7 gr,Sunset Yellow
8152,13.899999999999991 gr,104 cal,1235.85 gr,4 gr,Coffee
8153,155.4 gr,539 cal,1625.21 gr,26 gr,Sunset Red
8154,22.359999999999985 gr,327 cal,1352.09 gr,33 gr,Grass Green
8155,72.5 gr,423 cal,1376.89 gr,14 gr,Sunset Yellow
8156,182.64 gr,580 cal,660.94 gr,30 gr,Coffee
8157,108.03999999999999 gr,412 cal,460.75 gr,17 gr,Rose
8158,115.49000000000001 gr,403 cal,1893.6 gr,28 gr,Black
8159,66.28 gr,657 cal,1096.51 gr,28 gr,Purple
8160,137.15 gr,621 cal,1373.12 gr,32 gr,Lemon Yellow
8161,18.129999999999995 gr,448 cal,1490.84 gr,8 gr,Sunset Red
8162,82.62 gr,439 cal,1499.93 gr,6 gr,Coffee
8163,20.150000000000006 gr,419 cal,594.56 gr,,Sunset Yellow
8164,73.85 gr,437 cal,1802.33 gr,28 gr,Lemon Yellow
8165,,68 cal,1648.86 gr,7 gr,Lemon Yellow
8166,-4.61999999999999 gr,343 cal,127.54 gr,-5 gr,Navy Blue
8167,67.96 gr,579 cal,1575.83 gr,24 gr,Black
8168,64.24 gr,400 cal,1928.48 gr,40 gr,Navy Blue
8169,115.08 gr,493 cal,297.91 gr,18 gr,Rose
8170,68.75 gr,,1769.94 gr,16 gr,Purple
8171,100.63999999999999 gr,340 cal,1327.94 gr,40 gr,Purple
8172,100.39999999999999 gr,327 cal,308.87 gr,11 gr,Navy Blue
8173,42.150000000000006 gr,213 cal,1814.1 gr,13 gr,Navy Blue
8174,157.93 gr,384 cal,1413.91 gr,28 gr,Lemon Yellow
8175,76.89 gr,486 cal,1549.66 gr,3 gr,Navy Blue
8176,120.02 gr,501 cal,482.9 gr,35 gr,Sunset Red
8177,63.94999999999999 gr,141 cal,697.56 gr,17 gr,Grass Green
8178,124.50999999999999 gr,627 cal,427.73 gr,34 gr,Black
8179,30.039999999999992 gr,502 cal,842.58 gr,17 gr,Sunset Yellow
8180,71.57 gr,21 cal,1256.04 gr,19 gr,Sunset Red
8181,-9.909999999999997 gr,366 cal,529.45 gr,5 gr,Purple
8182,60.989999999999995 gr,477 cal,31.04 gr,-2 gr,Sunset Yellow
8183,65.85999999999999 gr,226 cal,1052.62 gr,24 gr,Lemon Yellow
8184,128.51999999999998 gr,641 cal,461.13 gr,36 gr,
8185,68.96000000000001 gr,35 cal,343.52 gr,19 gr,Lemon Yellow
8186,144.67000000000002 gr,401 cal,897.44 gr,18 gr,Black
8187,74.31 gr,159 cal,60.91 gr,31 gr,Green
8188,25.52000000000001 gr,445 cal,793.17 gr,33 gr,Coffee
8189,41.10000000000001 gr,-21 cal,1457.52 gr,16 gr,Green
8190,64.89 gr,639 cal,772.62 gr,44 gr,Sunset Yellow
8191,31.64 gr,214 cal,581.65 gr,41 gr,Coffee
8192,15.350000000000009 gr,191 cal,867.87 gr,23 gr,Purple
8193,68.69000000000001 gr,394 cal,1879.0 gr,34 gr,Black
8194,158.73000000000002 gr,534 cal,1003.05 gr,27 gr,Coffee
8195,121.27000000000001 gr,317 cal,1961.97 gr,30 gr,Sunset Yellow
8196,129.93 gr,310 cal,1204.0 gr,21 gr,Lemon Yellow
8197,122.06 gr,377 cal,1336.39 gr,32 gr,Navy Blue
8198,,566 cal,1561.17 gr,29 gr,Sunset Yellow
8199,118.28999999999999 gr,518 cal,255.37 gr,25 gr,Coffee
8200,17.239999999999995 gr,477 cal,662.83 gr,24 gr,Green
8201,71.17000000000002 gr,279 cal,427.04 gr,29 gr,Black
8202,14.300000000000011 gr,154 cal,1008.08 gr,7 gr,Purple
8203,138.26 gr,701 cal,1400.77 gr,34 gr,Sunset Red
8204,87.41 gr,288 cal,214.35 gr,34 gr,Purple
8205,57.92999999999999 gr,232 cal,447.78 gr,12 gr,Purple
8206,118.81 gr,537 cal,143.96 gr,17 gr,Green
8207,33.02000000000001 gr,458 cal,289.84 gr,31 gr,Sunset Red
8208,52.859999999999985 gr,374 cal,986.35 gr,19 gr,Green
8209,54.97 gr,348 cal,1640.59 gr,17 gr,Lemon Yellow
8210,68.11 gr,472 cal,491.76 gr,22 gr,Lemon Yellow
8211,74.97999999999999 gr,276 cal,841.91 gr,17 gr,Lemon Yellow
8212,113.31 gr,496 cal,1417.09 gr,33 gr,Navy Blue
8213,161.81 gr,493 cal,1332.71 gr,20 gr,Lemon Yellow
8214,129.37 gr,542 cal,1930.01 gr,21 gr,Rose
8215,116.30000000000001 gr,526 cal,1703.44 gr,39 gr,Purple
8216,103.51 gr,349 cal,382.62 gr,42 gr,Green
8217,11.990000000000009 gr,498 cal,315.46 gr,-2 gr,Purple
8218,39.120000000000005 gr,103 cal,153.77 gr,33 gr,Navy Blue
8219,151.51 gr,450 cal,203.98 gr,,Coffee
8220,71.27 gr,685 cal,1110.75 gr,35 gr,Lemon Yellow
8221,169.38 gr,637 cal,1886.27 gr,31 gr,Lemon Yellow
8222,28.44999999999999 gr,443 cal,315.61 gr,1 gr,Black
8223,72.44 gr,296 cal,1408.36 gr,31 gr,Purple
8224,-3.3100000000000023 gr,88 cal,1471.28 gr,-11 gr,Black
8225,74.97999999999999 gr,307 cal,1661.3 gr,7 gr,Purple
8226,109.26 gr,-9 cal,1453.79 gr,7 gr,Purple
8227,111.95000000000002 gr,456 cal,783.25 gr,2 gr,Black
8228,132.76999999999998 gr,755 cal,278.93 gr,24 gr,Lemon Yellow
8229,160.03 gr,582 cal,1796.03 gr,44 gr,Grass Green
8230,117.10999999999999 gr,649 cal,1943.28 gr,27 gr,Purple
8231,88.30000000000001 gr,536 cal,539.13 gr,32 gr,Rose
8232,23.02000000000001 gr,435 cal,384.51 gr,12 gr,Lemon Yellow
8233,130.55 gr,463 cal,1988.0 gr,30 gr,Black
8234,116.49000000000001 gr,,1106.48 gr,4 gr,Navy Blue
8235,83.5 gr,416 cal,1611.15 gr,34 gr,Purple
8236,106.22999999999999 gr,181 cal,1245.3 gr,32 gr,Sunset Red
8237,85.28 gr,431 cal,886.12 gr,23 gr,Lemon Yellow
8238,99.53999999999999 gr,503 cal,1867.2 gr,21 gr,Rose
8239,82.96 gr,307 cal,1803.66 gr,7 gr,Black
8240,145.06 gr,373 cal,1170.36 gr,19 gr,Grass Green
8241,91.78 gr,342 cal,1363.04 gr,28 gr,Rose
8242,-17.239999999999995 gr,282 cal,636.09 gr,-1 gr,Black
8243,104.13000000000001 gr,80 cal,835.23 gr,18 gr,Black
8244,5.450000000000003 gr,363 cal,1425.63 gr,3 gr,Black
8245,110.78 gr,737 cal,654.85 gr,40 gr,Purple
8246,102.03999999999999 gr,620 cal,1962.72 gr,16 gr,Purple
8247,123.43 gr,501 cal,144.32 gr,18 gr,Lemon Yellow
8248,118.82000000000001 gr,353 cal,105.9 gr,17 gr,Grass Green
8249,139.23 gr,584 cal,1914.75 gr,20 gr,Navy Blue
8250,44.08 gr,147 cal,564.03 gr,16 gr,Grass Green
8251,111.27 gr,304 cal,1590.82 gr,-1 gr,Lemon Yellow
8252,140.39 gr,516 cal,142.92 gr,25 gr,Rose
8253,86.98 gr,555 cal,1908.79 gr,38 gr,Grass Green
8254,143.51999999999998 gr,376 cal,114.54 gr,41 gr,Navy Blue
8255,128.96 gr,485 cal,1687.87 gr,12 gr,Coffee
8256,61.04999999999998 gr,-29 cal,954.35 gr,32 gr,Lemon Yellow
8257,126.91999999999999 gr,529 cal,278.3 gr,35 gr,Grass Green
8258,64.16 gr,549 cal,1328.55 gr,23 gr,Coffee
8259,40.58 gr,416 cal,392.32 gr,23 gr,Lemon Yellow
8260,129.53 gr,461 cal,683.58 gr,21 gr,Lemon Yellow
8261,111.42999999999999 gr,589 cal,1393.09 gr,31 gr,Sunset Yellow
8262,127.10000000000001 gr,250 cal,973.62 gr,16 gr,Sunset Red
8263,122.63000000000001 gr,464 cal,435.47 gr,24 gr,Rose
8264,127.41 gr,537 cal,1061.49 gr,,Rose
8265,59.81 gr,125 cal,922.12 gr,10 gr,Green
8266,-10.939999999999998 gr,175 cal,1932.64 gr,9 gr,Sunset Red
8267,75.80999999999999 gr,333 cal,1578.23 gr,25 gr,Sunset Yellow
8268,151.76999999999998 gr,501 cal,1536.98 gr,22 gr,Coffee
8269,122.22999999999999 gr,477 cal,1129.98 gr,36 gr,Green
8270,142.03 gr,744 cal,1105.69 gr,42 gr,Navy Blue
8271,53.66999999999999 gr,180 cal,722.38 gr,14 gr,Green
8272,73.47 gr,340 cal,458.81 gr,-7 gr,Green
8273,58.61999999999999 gr,119 cal,1285.63 gr,5 gr,Coffee
8274,70.78 gr,284 cal,1042.33 gr,26 gr,Sunset Yellow
8275,90.63999999999999 gr,26 cal,648.79 gr,12 gr,Black
8276,41.639999999999986 gr,37 cal,1888.91 gr,18 gr,Coffee
8277,114.66 gr,316 cal,60.52 gr,29 gr,Rose
8278,161.13 gr,223 cal,1352.98 gr,32 gr,Lemon Yellow
8279,63.81000000000002 gr,135 cal,1556.11 gr,25 gr,Lemon Yellow
8280,123.33 gr,66 cal,939.14 gr,26 gr,Navy Blue
8281,124.28999999999999 gr,433 cal,850.94 gr,35 gr,Purple
8282,95.02 gr,373 cal,1956.35 gr,26 gr,Navy Blue
8283,150.25 gr,657 cal,,30 gr,Navy Blue
8284,21.61 gr,45 cal,220.86 gr,11 gr,Lemon Yellow
8285,-14.180000000000007 gr,339 cal,304.48 gr,8 gr,Black
8286,,225 cal,186.77 gr,22 gr,Grass Green
8287,80.22 gr,174 cal,813.04 gr,17 gr,Purple
8288,62.92999999999999 gr,48 cal,1784.54 gr,23 gr,Black
8289,17.540000000000006 gr,397 cal,1375.48 gr,8 gr,Purple
8290,76.47 gr,81 cal,1852.4 gr,-5 gr,Sunset Yellow
8291,145.7 gr,300 cal,674.08 gr,32 gr,Lemon Yellow
8292,37.11999999999999 gr,219 cal,373.95 gr,44 gr,Navy Blue
8293,81.41 gr,598 cal,291.45 gr,28 gr,Purple
8294,127.88 gr,567 cal,151.98 gr,32 gr,Black
8295,132.78 gr,421 cal,921.24 gr,29 gr,Sunset Yellow
8296,111.73 gr,90 cal,172.74 gr,8 gr,Green
8297,79.22 gr,42 cal,993.89 gr,13 gr,Navy Blue
8298,107.36 gr,440 cal,549.59 gr,41 gr,Purple
8299,,435 cal,1596.18 gr,-10 gr,Coffee
8300,89.71 gr,290 cal,997.23 gr,24 gr,Black
8301,128.78 gr,380 cal,148.03 gr,30 gr,Lemon Yellow
8302,106.47999999999999 gr,716 cal,682.91 gr,38 gr,Rose
8303,155.32 gr,305 cal,633.07 gr,21 gr,Green
8304,104.3 gr,488 cal,219.91 gr,28 gr,Sunset Yellow
8305,69.3 gr,358 cal,591.88 gr,,Sunset Red
8306,108.73 gr,485 cal,553.53 gr,18 gr,Purple
8307,39.25 gr,316 cal,1649.77 gr,9 gr,Rose
8308,67.47 gr,376 cal,313.75 gr,19 gr,Grass Green
8309,80.97 gr,624 cal,1676.48 gr,39 gr,Navy Blue
8310,114.03 gr,770 cal,953.81 gr,46 gr,Green
8311,4.699999999999989 gr,381 cal,1974.26 gr,6 gr,
8312,13.879999999999995 gr,392 cal,1186.09 gr,18 gr,Sunset Yellow
8313,54.61 gr,440 cal,223.6 gr,30 gr,Grass Green
8314,116.16 gr,783 cal,1234.68 gr,46 gr,Purple
8315,99.14 gr,120 cal,1978.5 gr,-5 gr,Black
8316,62.39 gr,155 cal,735.87 gr,23 gr,Black
8317,77.48 gr,678 cal,729.24 gr,25 gr,Coffee
8318,28.24000000000001 gr,309 cal,1254.0 gr,21 gr,Sunset Red
8319,62.44999999999999 gr,119 cal,1911.22 gr,9 gr,Black
8320,120.08 gr,550 cal,206.39 gr,30 gr,Rose
8321,91.72 gr,746 cal,22.76 gr,32 gr,Green
8322,102.32000000000001 gr,546 cal,349.83 gr,18 gr,Green
8323,60.97999999999999 gr,203 cal,282.66 gr,28 gr,Green
8324,48.47999999999999 gr,348 cal,1289.65 gr,22 gr,Sunset Yellow
8325,25.690000000000012 gr,346 cal,1218.82 gr,35 gr,Green
8326,5.070000000000007 gr,329 cal,1365.38 gr,-1 gr,Sunset Yellow
8327,111.64 gr,331 cal,1554.95 gr,15 gr,Green
8328,124.99 gr,473 cal,1743.79 gr,32 gr,Purple
8329,124.22 gr,674 cal,221.63 gr,47 gr,Sunset Yellow
8330,28.92 gr,302 cal,566.25 gr,43 gr,Green
8331,77.97999999999999 gr,489 cal,1636.19 gr,8 gr,Green
8332,36.760000000000005 gr,391 cal,658.49 gr,33 gr,Navy Blue
8333,81.94 gr,217 cal,1586.74 gr,19 gr,Grass Green
8334,86.13999999999999 gr,384 cal,1014.66 gr,15 gr,Green
8335,24.519999999999996 gr,267 cal,1222.37 gr,2 gr,Lemon Yellow
8336,173.95999999999998 gr,595 cal,1804.72 gr,27 gr,Green
8337,14.239999999999995 gr,218 cal,668.59 gr,41 gr,Rose
8338,134.88 gr,640 cal,1321.35 gr,45 gr,Coffee
8339,52.900000000000006 gr,182 cal,938.75 gr,29 gr,Rose
8340,74.1 gr,501 cal,256.46 gr,40 gr,Rose
8341,84.75999999999999 gr,240 cal,1914.89 gr,-4 gr,Lemon Yellow
8342,154.76 gr,514 cal,769.78 gr,26 gr,Sunset Red
8343,138.02 gr,306 cal,1750.08 gr,30 gr,Coffee
8344,107.27 gr,9 cal,661.38 gr,1 gr,Black
8345,106.28 gr,604 cal,1158.14 gr,28 gr,Purple
8346,166.9 gr,609 cal,807.56 gr,35 gr,Rose
8347,83.71000000000001 gr,442 cal,1416.76 gr,35 gr,Purple
8348,138.44 gr,274 cal,6.73 gr,22 gr,Rose
8349,7.969999999999999 gr,152 cal,1249.82 gr,15 gr,Green
8350,2.730000000000004 gr,199 cal,1325.05 gr,9 gr,Sunset Red
8351,-10.920000000000002 gr,133 cal,1668.52 gr,6 gr,Sunset Red
8352,124.47 gr,270 cal,880.02 gr,27 gr,Purple
8353,72.81 gr,75 cal,499.35 gr,6 gr,Green
8354,13.930000000000007 gr,379 cal,522.55 gr,6 gr,Sunset Red
8355,36.22 gr,151 cal,857.72 gr,14 gr,Navy Blue
8356,90.44999999999999 gr,437 cal,700.13 gr,39 gr,Coffee
8357,112.16 gr,267 cal,1172.06 gr,39 gr,Navy Blue
8358,70.64 gr,309 cal,1233.66 gr,7 gr,Grass Green
8359,107.42 gr,758 cal,310.98 gr,27 gr,Green
8360,28.17 gr,460 cal,242.55 gr,0 gr,Rose
8361,178.48000000000002 gr,617 cal,1528.9 gr,37 gr,Grass Green
8362,115.82000000000001 gr,323 cal,1150.06 gr,26 gr,Sunset Red
8363,103.58000000000001 gr,,291.92 gr,37 gr,Sunset Yellow
8364,109.72 gr,579 cal,1535.44 gr,27 gr,Lemon Yellow
8365,108.22 gr,582 cal,1847.27 gr,29 gr,Grass Green
8366,87.54 gr,346 cal,95.61 gr,2 gr,Coffee
8367,94.03 gr,94 cal,357.29 gr,0 gr,Sunset Yellow
8368,79.62 gr,662 cal,662.22 gr,40 gr,Sunset Yellow
8369,113.92999999999999 gr,488 cal,863.62 gr,13 gr,Coffee
8370,152.19 gr,590 cal,792.7 gr,35 gr,Sunset Yellow
8371,92.66000000000001 gr,490 cal,58.71 gr,25 gr,Sunset Red
8372,85.78999999999999 gr,321 cal,474.97 gr,34 gr,Sunset Yellow
8373,95.6 gr,779 cal,815.44 gr,41 gr,Coffee
8374,110.62 gr,208 cal,1198.97 gr,23 gr,Sunset Red
8375,53.11 gr,557 cal,529.95 gr,32 gr,Green
8376,111.79 gr,570 cal,1251.03 gr,23 gr,Black
8377,14.099999999999994 gr,239 cal,1387.62 gr,24 gr,Black
8378,79.50999999999999 gr,568 cal,1867.39 gr,32 gr,Rose
8379,99.80000000000001 gr,31 cal,1954.42 gr,21 gr,Lemon Yellow
8380,108.05999999999999 gr,205 cal,1402.45 gr,0 gr,Grass Green
8381,92.58000000000001 gr,,1097.99 gr,27 gr,Grass Green
8382,77.98999999999998 gr,277 cal,795.86 gr,29 gr,Lemon Yellow
8383,,367 cal,1432.16 gr,21 gr,Green
8384,78.66 gr,130 cal,72.55 gr,14 gr,Grass Green
8385,97.61999999999999 gr,281 cal,728.69 gr,22 gr,Lemon Yellow
8386,166.51999999999998 gr,600 cal,1035.37 gr,22 gr,Lemon Yellow
8387,123.97 gr,406 cal,908.19 gr,29 gr,Rose
8388,82.33999999999999 gr,189 cal,132.22 gr,26 gr,Sunset Yellow
8389,51.760000000000005 gr,60 cal,1812.56 gr,35 gr,Grass Green
8390,65.31 gr,253 cal,1136.53 gr,29 gr,Rose
8391,0.7000000000000028 gr,441 cal,1877.97 gr,-12 gr,Green
8392,43.47999999999999 gr,167 cal,861.39 gr,14 gr,Navy Blue
8393,30.459999999999994 gr,384 cal,1724.85 gr,2 gr,Sunset Yellow
8394,142.07 gr,456 cal,1009.09 gr,28 gr,Purple
8395,71.0 gr,643 cal,1723.84 gr,25 gr,Black
8396,68.43 gr,539 cal,1572.4 gr,8 gr,Sunset Red
8397,125.50999999999999 gr,406 cal,389.03 gr,33 gr,Black
8398,115.03 gr,535 cal,334.35 gr,32 gr,Coffee
8399,26.820000000000007 gr,221 cal,175.02 gr,7 gr,Sunset Yellow
8400,53.739999999999995 gr,295 cal,993.69 gr,9 gr,Lemon Yellow
8401,32.30000000000001 gr,396 cal,1139.49 gr,39 gr,Grass Green
8402,58.93999999999998 gr,328 cal,283.18 gr,11 gr,Sunset Yellow
8403,5.549999999999997 gr,169 cal,392.75 gr,22 gr,Lemon Yellow
8404,123.85 gr,464 cal,1725.96 gr,36 gr,Rose
8405,83.8 gr,335 cal,881.4 gr,14 gr,Grass Green
8406,75.62 gr,450 cal,405.63 gr,12 gr,Black
8407,33.02000000000001 gr,171 cal,852.57 gr,15 gr,Grass Green
8408,153.56 gr,372 cal,1483.67 gr,43 gr,Purple
8409,128.57999999999998 gr,679 cal,874.48 gr,,Green
8410,114.11 gr,486 cal,509.76 gr,40 gr,Lemon Yellow
8411,,286 cal,827.2 gr,38 gr,Rose
8412,11.519999999999996 gr,486 cal,121.33 gr,29 gr,Green
8413,-2.8599999999999994 gr,450 cal,1790.89 gr,26 gr,Sunset Red
8414,157.66 gr,647 cal,747.76 gr,26 gr,Coffee
8415,112.57 gr,395 cal,939.55 gr,24 gr,Navy Blue
8416,88.17 gr,802 cal,1568.68 gr,27 gr,Green
8417,-0.20999999999999375 gr,128 cal,1743.1 gr,15 gr,Sunset Yellow
8418,-0.25 gr,345 cal,1811.97 gr,6 gr,Purple
8419,100.58999999999999 gr,633 cal,1539.74 gr,36 gr,Coffee
8420,143.2 gr,375 cal,369.74 gr,32 gr,Purple
8421,78.27999999999999 gr,713 cal,519.61 gr,28 gr,Grass Green
8422,125.57000000000001 gr,514 cal,749.36 gr,31 gr,Grass Green
8423,98.69 gr,676 cal,252.51 gr,27 gr,Black
8424,104.52 gr,525 cal,683.25 gr,14 gr,Sunset Yellow
8425,57.23 gr,437 cal,1188.35 gr,35 gr,Sunset Yellow
8426,120.53999999999999 gr,679 cal,492.59 gr,29 gr,Navy Blue
8427,62.31 gr,214 cal,1761.15 gr,23 gr,Purple
8428,111.22 gr,460 cal,1052.18 gr,42 gr,Lemon Yellow
8429,-0.07000000000000739 gr,500 cal,944.27 gr,9 gr,Sunset Yellow
8430,101.86999999999999 gr,750 cal,153.21 gr,28 gr,Sunset Yellow
8431,54.66 gr,129 cal,489.09 gr,23 gr,Coffee
8432,67.3 gr,415 cal,1462.17 gr,-2 gr,
8433,1.5 gr,375 cal,20.63 gr,25 gr,Sunset Yellow
8434,115.54000000000002 gr,291 cal,1302.46 gr,32 gr,Black
8435,95.33 gr,723 cal,1154.61 gr,25 gr,Sunset Yellow
8436,107.56 gr,629 cal,772.23 gr,29 gr,Sunset Red
8437,48.66000000000001 gr,256 cal,758.89 gr,7 gr,Sunset Yellow
8438,146.25 gr,414 cal,1152.38 gr,47 gr,Rose
8439,117.74 gr,658 cal,745.23 gr,39 gr,Rose
8440,162.75 gr,746 cal,884.39 gr,43 gr,Grass Green
8441,90.88 gr,373 cal,860.71 gr,21 gr,Rose
8442,113.13000000000001 gr,444 cal,974.26 gr,6 gr,Black
8443,10.360000000000014 gr,192 cal,1974.51 gr,33 gr,Purple
8444,136.0 gr,651 cal,1642.84 gr,21 gr,Black
8445,126.93 gr,567 cal,1204.08 gr,25 gr,Lemon Yellow
8446,36.66999999999999 gr,23 cal,380.64 gr,23 gr,Lemon Yellow
8447,92.18 gr,500 cal,475.5 gr,28 gr,Rose
8448,62.27000000000001 gr,50 cal,330.19 gr,10 gr,Grass Green
8449,121.68 gr,455 cal,1386.64 gr,24 gr,Sunset Red
8450,40.010000000000005 gr,172 cal,1324.76 gr,39 gr,Black
8451,164.47 gr,711 cal,374.96 gr,27 gr,Navy Blue
8452,132.82999999999998 gr,594 cal,1182.34 gr,32 gr,Purple
8453,116.72999999999999 gr,632 cal,1342.89 gr,39 gr,Coffee
8454,93.44 gr,320 cal,1154.16 gr,13 gr,Sunset Red
8455,89.22 gr,693 cal,1302.02 gr,30 gr,Navy Blue
8456,94.83 gr,,1056.14 gr,35 gr,Black
8457,91.52 gr,715 cal,24.02 gr,30 gr,Sunset Red
8458,48.889999999999986 gr,188 cal,534.2 gr,6 gr,Navy Blue
8459,124.26 gr,547 cal,804.91 gr,33 gr,Black
8460,157.91 gr,539 cal,280.62 gr,48 gr,Lemon Yellow
8461,172.49 gr,641 cal,981.84 gr,28 gr,Sunset Yellow
8462,128.31 gr,467 cal,612.24 gr,30 gr,Rose
8463,126.4 gr,517 cal,1198.5 gr,35 gr,Sunset Yellow
8464,82.67 gr,264 cal,116.54 gr,12 gr,Purple
8465,80.08000000000001 gr,91 cal,1365.95 gr,3 gr,Sunset Red
8466,54.2 gr,399 cal,1340.02 gr,11 gr,
8467,124.0 gr,566 cal,1257.33 gr,20 gr,Purple
8468,127.5 gr,375 cal,777.1 gr,16 gr,Green
8469,74.82000000000001 gr,423 cal,1677.85 gr,24 gr,Lemon Yellow
8470,133.89 gr,478 cal,1255.7 gr,27 gr,Lemon Yellow
8471,66.44 gr,233 cal,948.08 gr,0 gr,Purple
8472,147.03 gr,617 cal,1970.13 gr,30 gr,Black
8473,126.42999999999999 gr,673 cal,357.77 gr,26 gr,Green
8474,12.759999999999991 gr,160 cal,1939.14 gr,18 gr,Rose
8475,108.94 gr,489 cal,326.81 gr,30 gr,Lemon Yellow
8476,167.01 gr,669 cal,76.53 gr,20 gr,Purple
8477,97.98 gr,469 cal,236.66 gr,31 gr,Lemon Yellow
8478,105.55 gr,25 cal,,8 gr,Lemon Yellow
8479,159.22 gr,607 cal,588.68 gr,20 gr,Rose
8480,11.63000000000001 gr,,937.38 gr,25 gr,Rose
8481,59.94999999999999 gr,489 cal,473.12 gr,-3 gr,Navy Blue
8482,56.849999999999994 gr,137 cal,594.71 gr,21 gr,Sunset Red
8483,95.63999999999999 gr,392 cal,354.21 gr,28 gr,Black
8484,105.16999999999999 gr,363 cal,,32 gr,Coffee
8485,62.29999999999998 gr,473 cal,254.44 gr,39 gr,Purple
8486,145.67 gr,812 cal,415.72 gr,28 gr,Green
8487,86.57999999999998 gr,69 cal,1939.2 gr,6 gr,Black
8488,125.94 gr,701 cal,56.36 gr,36 gr,Green
8489,90.74 gr,148 cal,1827.72 gr,2 gr,Lemon Yellow
8490,46.349999999999994 gr,276 cal,342.57 gr,6 gr,Black
8491,76.06 gr,12 cal,1640.79 gr,13 gr,Sunset Yellow
8492,56.45 gr,380 cal,909.37 gr,13 gr,Purple
8493,109.85 gr,334 cal,1254.27 gr,21 gr,Sunset Red
8494,74.97 gr,407 cal,721.7 gr,23 gr,Sunset Red
8495,154.76 gr,415 cal,94.02 gr,26 gr,Green
8496,35.81999999999999 gr,115 cal,1937.29 gr,26 gr,Navy Blue
8497,92.16 gr,168 cal,604.92 gr,15 gr,Lemon Yellow
8498,106.92999999999999 gr,591 cal,1681.25 gr,38 gr,Lemon Yellow
8499,67.25 gr,319 cal,1284.61 gr,6 gr,Coffee
8500,,632 cal,1330.8 gr,18 gr,Sunset Red
8501,139.58 gr,651 cal,348.49 gr,37 gr,Navy Blue
8502,97.20000000000002 gr,225 cal,1728.94 gr,11 gr,Purple
8503,120.07000000000001 gr,529 cal,1253.91 gr,33 gr,Navy Blue
8504,32.82000000000001 gr,214 cal,384.52 gr,26 gr,Navy Blue
8505,38.7 gr,172 cal,957.88 gr,19 gr,Navy Blue
8506,131.52 gr,728 cal,727.93 gr,26 gr,Coffee
8507,123.5 gr,611 cal,516.13 gr,48 gr,Black
8508,-19.00999999999999 gr,139 cal,1250.79 gr,16 gr,Purple
8509,130.94 gr,646 cal,367.85 gr,19 gr,Sunset Yellow
8510,61.5 gr,741 cal,1085.81 gr,26 gr,Sunset Red
8511,92.65 gr,333 cal,770.06 gr,39 gr,Coffee
8512,15.530000000000001 gr,481 cal,14.32 gr,13 gr,Sunset Red
8513,133.1 gr,597 cal,723.18 gr,36 gr,Sunset Red
8514,19.709999999999994 gr,412 cal,412.34 gr,32 gr,Rose
8515,38.02999999999999 gr,451 cal,304.5 gr,3 gr,Green
8516,143.14000000000001 gr,314 cal,1683.11 gr,18 gr,Rose
8517,35.61 gr,277 cal,874.9 gr,15 gr,Purple
8518,163.87 gr,574 cal,1407.0 gr,28 gr,Green
8519,136.32 gr,360 cal,384.8 gr,24 gr,Navy Blue
8520,98.78 gr,451 cal,1941.13 gr,23 gr,Coffee
8521,103.67 gr,514 cal,628.38 gr,36 gr,Navy Blue
8522,138.49 gr,512 cal,334.17 gr,37 gr,Sunset Red
8523,99.39 gr,367 cal,1558.92 gr,6 gr,Rose
8524,182.99 gr,503 cal,1908.89 gr,27 gr,Coffee
8525,71.89999999999999 gr,384 cal,1425.46 gr,12 gr,Grass Green
8526,50.86999999999999 gr,198 cal,214.05 gr,-8 gr,Black
8527,67.76 gr,498 cal,211.11 gr,16 gr,Purple
8528,69.69 gr,72 cal,1034.03 gr,6 gr,Purple
8529,148.27 gr,587 cal,395.15 gr,17 gr,Black
8530,134.24 gr,795 cal,207.91 gr,24 gr,Rose
8531,12.370000000000005 gr,292 cal,1772.63 gr,19 gr,Coffee
8532,172.85000000000002 gr,661 cal,112.08 gr,35 gr,Coffee
8533,144.93 gr,678 cal,421.29 gr,30 gr,Purple
8534,50.519999999999996 gr,449 cal,195.8 gr,35 gr,Coffee
8535,7.570000000000007 gr,41 cal,1494.65 gr,32 gr,Lemon Yellow
8536,123.57 gr,10 cal,343.69 gr,8 gr,Green
8537,55.67 gr,435 cal,1744.58 gr,20 gr,Sunset Red
8538,90.3 gr,279 cal,1430.4 gr,38 gr,Sunset Yellow
8539,58.46000000000001 gr,178 cal,1792.96 gr,13 gr,Sunset Yellow
8540,123.05000000000001 gr,386 cal,121.74 gr,45 gr,Navy Blue
8541,58.05999999999999 gr,82 cal,966.0 gr,,Coffee
8542,159.03 gr,517 cal,519.62 gr,40 gr,Black
8543,91.83 gr,106 cal,412.28 gr,15 gr,Rose
8544,0.5999999999999943 gr,373 cal,1381.85 gr,-10 gr,Navy Blue
8545,152.18 gr,711 cal,1579.71 gr,50 gr,Grass Green
8546,63.879999999999995 gr,503 cal,1701.21 gr,21 gr,Purple
8547,76.43999999999998 gr,485 cal,583.02 gr,7 gr,Navy Blue
8548,131.17000000000002 gr,424 cal,1597.49 gr,43 gr,Sunset Red
